"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad Pet Buy","Crear un nuevo pet en la store de manera satisfactoria","SUCCESS","2023-03-11T18:31:28.848396-05:00[America/Lima]","0.0","2.5"
